Region,State,District,Location,Plant name ,Owner,Sector,Status,Unit,Capacity (MW),Commissioning year,Boiler,Coal Source,Import country,Port,Type plant,Coal Type,Latitude,Longitude,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Western,Maharashtra,Chandrapur,Chandrapur,Chandrapur Thermal Power Station,Maharashtra State Power Generation Company (MSPGCL) (MAHAGENCO),State,Operating,4,210.0,1986.0,Sub-Critical,Western Coal Fields Limited (WCL) (interim),India,none,Non-Coastal,Domestic,20.0063,79.29,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0
Western,Maharashtra,Chandrapur,Chandrapur,Chandrapur Thermal Power Station,Maharashtra State Power Generation Company (MSPGCL) (MAHAGENCO),State,Operating,5,500.0,1991.0,Sub-Critical,Western Coal Fields Limited (WCL) (interim),India,none,Non-Coastal,Domestic,20.0063,79.29,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
Western,Maharashtra,Chandrapur,Chandrapur,Chandrapur Thermal Power Station,Maharashtra State Power Generation Company (MSPGCL) (MAHAGENCO),State,Operating,6,500.0,1992.0,Sub-Critical,Western Coal Fields Limited (WCL) (interim),India,none,Non-Coastal,Domestic,20.0063,79.29,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
Western,Maharashtra,Chandrapur,Chandrapur,Chandrapur Thermal Power Station,Maharashtra State Power Generation Company (MSPGCL) (MAHAGENCO),State,Operating,7,500.0,1997.0,Sub-Critical,Western Coal Fields Limited (WCL) (interim),India,none,Non-Coastal,Domestic,20.0063,79.29,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
Western,Maharashtra,Chandrapur,Chandrapur,Chandrapur Thermal Power Station,Maharashtra State Power Generation Company (MSPGCL) (MAHAGENCO),State,Operating,8,500.0,2015.0,Sub-Critical,Western Coal Fields Limited (WCL) (interim),India,none,Non-Coastal,Domestic,20.0063,79.29,0.0,0.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
Western,Maharashtra,Chandrapur,Chandrapur,Chandrapur Thermal Power Station,Maharashtra State Power Generation Company (MSPGCL) (MAHAGENCO),State,Construction,9,500.0,2016.0,Sub-Critical,Western Coal Fields Limited (WCL) (interim),India,none,Non-Coastal,Domestic,20.0063,79.29,0.0,0.0,0.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
Western,Maharashtra,Chandrapur,Tadali,Dhariwal Power Station,Dhariwal Infrastructure (CESC Subsidairy),Private,Operating,1,300.0,2013.0,Sub-Critical,other,India,none,Non-Coastal,other,20.0105878,79.2034328,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
Western,Maharashtra,Chandrapur,Tadali,Dhariwal Power Station,Dhariwal Infrastructure (CESC Subsidairy),Private,Operating,2,300.0,2014.0,Sub-Critical,other,India,none,Non-Coastal,other,20.0105878,79.2034328,0.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
Western,Maharashtra,Chandrapur,Usegaon,Ghugus Power Station Phase I,Gupta Coal India Private Limited,Private,Operating,1,60.0,2012.0,Sub-Critical,other,India,none,Non-Coastal,other,19.9294895,79.1331589,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
Western,Maharashtra,Chandrapur,Usegaon,Ghugus Power Station Phase I,Gupta Coal India Private Limited,Private,Operating,2,60.0,2012.0,Sub-Critical,other,India,none,Non-Coastal,other,19.9294895,79.1331589,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0,60.0
Western,Maharashtra,Chandrapur,Upparwahi,Maratha Cement Works Captive Power Plant,Ambuja Cements Limited,Private,Operating,1,55.0,2006.0,Sub-Critical,other,India,none,Non-Coastal,other,19.703103,79.220621,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0,55.0
Western,Maharashtra,Chandrapur,Warora,Wardha Warora Power Plant,KSK Energy Ventures Limited,Private,Operating,1,135.0,2010.0,Sub-Critical,Western Coal Fields Limited (WCL),India,none,Non-Coastal,Domestic,20.2724429,78.9789158,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0
Western,Maharashtra,Chandrapur,Warora,Wardha Warora Power Plant,KSK Energy Ventures Limited,Private,Operating,2,135.0,2010.0,Sub-Critical,Western Coal Fields Limited (WCL),India,none,Non-Coastal,Domestic,20.2724429,78.9789158,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0
Western,Maharashtra,Chandrapur,Warora,Wardha Warora Power Plant,KSK Energy Ventures Limited,Private,Operating,3,135.0,2011.0,Sub-Critical,Western Coal Fields Limited (WCL),India,none,Non-Coastal,Domestic,20.2724429,78.9789158,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0
Western,Maharashtra,Chandrapur,Warora,Wardha Warora Power Plant,KSK Energy Ventures Limited,Private,Operating,4,135.0,2011.0,Sub-Critical,Western Coal Fields Limited (WCL),India,none,Non-Coastal,Domestic,20.2724429,78.9789158,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0
Western,Maharashtra,Chandrapur,Warora,Wardha Warora Power Plant EMCO ,EMCO Energy (GMR Energy Limited),Private,Operating,1,300.0,2013.0,Sub-Critical,other,India,none,Non-Coastal,other,20.2796562,78.9753512,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
Western,Maharashtra,Chandrapur,Warora,Wardha Warora Power Plant EMCO ,EMCO Energy (GMR Energy Limited),Private,Operating,2,300.0,2013.0,Sub-Critical,other,India,none,Non-Coastal,other,20.2796562,78.9753512,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
Western,Maharashtra,Dhule,Sindkheda,Dondaicha Thermal Power Station Phase I,Maharashtra State Power Generation Company (MSPGCL) (MAHAGENCO),State,Pre-Permit Development ,1,660.0,0.0,Super-Critical,Chendipada Coal block in Orissa,India,none,Non-Coastal,Domestic,21.274722,74.606944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Western,Maharashtra,Dhule,Sindkheda,Dondaicha Thermal Power Station Phase I,Maharashtra State Power Generation Company (MSPGCL) (MAHAGENCO),State,Pre-Permit Development ,2,660.0,0.0,Super-Critical,Chendipada Coal block in Orissa,India,none,Non-Coastal,Domestic,21.274722,74.606944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Western,Maharashtra,Dhule,Sindkheda,Dondaicha Thermal Power Station Phase II,Maharashtra State Power Generation Company (MSPGCL) (MAHAGENCO),State,Pre-Permit Development ,3,660.0,0.0,Super-Critical,Mahanadi coal block (Orissa),India,none,Non-Coastal,Domestic,21.274722,74.606944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Western,Maharashtra,Dhule,Sindkheda,Dondaicha Thermal Power Station Phase II,Maharashtra State Power Generation Company (MSPGCL) (MAHAGENCO),State,Pre-Permit Development ,4,660.0,0.0,Super-Critical,Mahanadi coal block (Orissa),India,none,Non-Coastal,Domestic,21.274722,74.606944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Western,Maharashtra,Dhule,Sindkheda,Dondaicha Thermal Power Station Phase II,Maharashtra State Power Generation Company (MSPGCL) (MAHAGENCO),State,Pre-Permit Development ,5,660.0,0.0,Super-Critical,Mahanadi coal block (Orissa),India,none,Non-Coastal,Domestic,21.274722,74.606944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Western,Maharashtra,Dhule,Vaghode,Nardana Vaghode Power Station,Shirpur Power (Sintex Power),Private,Construction,1,150.0,0.0,Sub-Critical,other,India,none,Non-Coastal,other,21.152106,74.8539841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Western,Maharashtra,Dhule,Vaghode,Nardana Vaghode Power Station,Shirpur Power (Sintex Power),Private,Construction,2,150.0,0.0,Sub-Critical,other,India,none,Non-Coastal,other,21.152106,74.8539841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Western,Maharashtra,Gondia,Tiroda,Tiroda Thermal Power Project Phase I,Adani Group,Private,Operating,1,660.0,2012.0,Super-Critical,other,India,none,Non-Coastal,other,21.4125018,79.9673098,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0
Western,Maharashtra,Gondia,Tiroda,Tiroda Thermal Power Project Phase I,Adani Group,Private,Operating,2,660.0,2013.0,Super-Critical,other,India,none,Non-Coastal,other,21.4125018,79.9673098,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0
Western,Maharashtra,Gondia,Tiroda,Tiroda Thermal Power Project Phase II,Adani Group,Private,Operating,3,660.0,2013.0,Super-Critical,other,India,none,Non-Coastal,other,21.4125018,79.9673098,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0
Western,Maharashtra,Gondia,Tiroda,Tiroda Thermal Power Project Phase III,Adani Group,Private,Operating,4,660.0,2014.0,Super-Critical,other,India,none,Non-Coastal,other,21.4125018,79.9673098,0.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0
Western,Maharashtra,Gondia,Tiroda,Tiroda Thermal Power Project Phase III,Adani Group,Private,Operating,5,660.0,2014.0,Super-Critical,other,India,none,Non-Coastal,other,21.4125018,79.9673098,0.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0
Western,Maharashtra,Jalgaon,Pimpri-Sakam,Bhusawal Thermal Power Station,Maharashtra State Power Generation Company (MSPGCL) (MAHAGENCO),State,Operating,2,210.0,1979.0,Sub-Critical,other,India,none,Non-Coastal,Domestic,21.0483,75.8425,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0
Western,Maharashtra,Jalgaon,Pimpri-Sakam,Bhusawal Thermal Power Station,Maharashtra State Power Generation Company (MSPGCL) (MAHAGENCO),State,Operating,3,210.0,1982.0,Sub-Critical,other,India,none,Non-Coastal,Domestic,21.0483,75.8425,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0
Western,Maharashtra,Jalgaon,Pimpri-Sakam,Bhusawal Thermal Power Station,Maharashtra State Power Generation Company (MSPGCL) (MAHAGENCO),State,Operating,4,500.0,2012.0,Sub-Critical,other,India,none,Non-Coastal,Domestic,21.0483,75.8425,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
Western,Maharashtra,Jalgaon,Pimpri-Sakam,Bhusawal Thermal Power Station,Maharashtra State Power Generation Company (MSPGCL) (MAHAGENCO),State,Operating,5,500.0,2014.0,Sub-Critical,other,India,none,Non-Coastal,Domestic,21.0483,75.8425,0.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
Western,Maharashtra,Jalgaon,Pimpri-Sakam,Bhusawal Thermal Power Station,Maharashtra State Power Generation Company (MSPGCL) (MAHAGENCO),State,Permitted,6,660.0,0.0,Super-Critical,other,India,none,Non-Coastal,Domestic,21.0483,75.8425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Western,Maharashtra,Mumbai,Trombay,Trombay Power Station,Tata Power,Private,Operating,5,500.0,0.0,Sub-Critical,other,Indonesia,Trombay,Coastal,Imported,19.0027,72.8979,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
Western,Maharashtra,Mumbai,Trombay,Trombay Power Station,Tata Power,Private,Pre-Permit Development ,6,500.0,0.0,Sub-Critical,other,Indonesia,Trombay,Coastal,Imported,19.0027,72.8979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Western,Maharashtra,Mumbai,Trombay,Trombay Power Station,Tata Power,Private,Operating,8,250.0,0.0,Sub-Critical,other,Indonesia,Trombay,Coastal,Imported,19.0027,72.8979,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
Western,Maharashtra,Nagpur,Bela,Bela Power Station Phase I,Tata Power,Private,Operating,1,270.0,2013.0,Sub-Critical,other,India,none,Non-Coastal,Blended,20.80915,79.054892,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0
Western,Maharashtra,Nagpur,Bela,Bela Power Station Phase II,Tata Power,Private,Pre-Permit Development ,2,270.0,0.0,Sub-Critical,other,India,none,Non-Coastal,Blended,20.80915,79.054892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Western,Maharashtra,Nagpur,Butibori,Butibori Power Project,Vidarbha Industries Power Limited (VIPL) (Reliance Power Subsidiary),Private,Operating,1,300.0,2012.0,Sub-Critical,other,India,none,Non-Coastal,other,20.928591,78.933281,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
Western,Maharashtra,Nagpur,Butibori,Butibori Power Project,Vidarbha Industries Power Limited (VIPL) (Reliance Power Subsidiary),Private,Operating,2,300.0,2013.0,Sub-Critical,other,India,none,Non-Coastal,other,20.928591,78.933281,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
Western,Maharashtra,Nagpur,Khaperkheda,Khaperkheda Power Station,Maharashtra State Power Generation Company (MSPGCL) (MAHAGENCO),State,Operating,1,210.0,1989.0,Sub-Critical,Western Coal Fields Limited (WCL),India,none,Non-Coastal,Domestic,21.2818,79.116,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0
Western,Maharashtra,Nagpur,Khaperkheda,Khaperkheda Power Station,Maharashtra State Power Generation Company (MSPGCL) (MAHAGENCO),State,Operating,2,210.0,1990.0,Sub-Critical,Western Coal Fields Limited (WCL),India,none,Non-Coastal,Domestic,21.2818,79.116,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0
Western,Maharashtra,Nagpur,Khaperkheda,Khaperkheda Power Station,Maharashtra State Power Generation Company (MSPGCL) (MAHAGENCO),State,Operating,3,210.0,2000.0,Sub-Critical,Western Coal Fields Limited (WCL),India,none,Non-Coastal,Domestic,21.2818,79.116,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0
Western,Maharashtra,Nagpur,Khaperkheda,Khaperkheda Power Station,Maharashtra State Power Generation Company (MSPGCL) (MAHAGENCO),State,Operating,4,210.0,2001.0,Sub-Critical,Western Coal Fields Limited (WCL),India,none,Non-Coastal,Domestic,21.2818,79.116,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0
Western,Maharashtra,Nagpur,Khaperkheda,Khaperkheda Power Station,Maharashtra State Power Generation Company (MSPGCL) (MAHAGENCO),State,Operating,5,500.0,2011.0,Sub-Critical,Western Coal Fields Limited (WCL),India,none,Non-Coastal,Domestic,21.2818,79.116,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
Western,Maharashtra,Nagpur,Koradi,Koradi Thermal Power Station,Maharashtra State Power Generation Company (MSPGCL) (MAHAGENCO),State,Decommissioned,1,115.0,1974.0,Sub-Critical,other,India,none,Non-Coastal,Domestic,21.2359824,79.0919495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Western,Maharashtra,Nagpur,Koradi,Koradi Thermal Power Station,Maharashtra State Power Generation Company (MSPGCL) (MAHAGENCO),State,Decommissioned,2,115.0,1975.0,Sub-Critical,other,India,none,Non-Coastal,Domestic,21.2359824,79.0919495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Western,Maharashtra,Nagpur,Koradi,Koradi Thermal Power Station,Maharashtra State Power Generation Company (MSPGCL) (MAHAGENCO),State,Decommissioned,3,115.0,1976.0,Sub-Critical,other,India,none,Non-Coastal,Domestic,21.2359824,79.0919495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Western,Maharashtra,Nagpur,Koradi,Koradi Thermal Power Station,Maharashtra State Power Generation Company (MSPGCL) (MAHAGENCO),State,Decommissioned,4,115.0,1976.0,Sub-Critical,other,India,none,Non-Coastal,Domestic,21.2359824,79.0919495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Western,Maharashtra,Nagpur,Koradi,Koradi Thermal Power Station,Maharashtra State Power Generation Company (MSPGCL) (MAHAGENCO),State,Operating,5,200.0,1978.0,Sub-Critical,Western Coal Fields Limited (WCL) (interim),India,none,Non-Coastal,Domestic,21.2359824,79.0919495,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
Western,Maharashtra,Nagpur,Koradi,Koradi Thermal Power Station,Maharashtra State Power Generation Company (MSPGCL) (MAHAGENCO),State,Operating,6,210.0,1982.0,Sub-Critical,Western Coal Fields Limited (WCL) (interim),India,none,Non-Coastal,Domestic,21.2359824,79.0919495,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0
Western,Maharashtra,Nagpur,Koradi,Koradi Thermal Power Station,Maharashtra State Power Generation Company (MSPGCL) (MAHAGENCO),State,Operating,7,210.0,1983.0,Sub-Critical,Western Coal Fields Limited (WCL) (interim),India,none,Non-Coastal,Domestic,21.2359824,79.0919495,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0
Western,Maharashtra,Nagpur,Koradi,Koradi Thermal Power Station,Maharashtra State Power Generation Company (MSPGCL) (MAHAGENCO),State,Operating,8,660.0,2015.0,Super-Critical,Western Coal Fields Limited (WCL) (interim),India,none,Non-Coastal,Domestic,21.2359824,79.0919495,0.0,0.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0
Western,Maharashtra,Nagpur,Koradi,Koradi Thermal Power Station,Maharashtra State Power Generation Company (MSPGCL) (MAHAGENCO),State,Construction,9,660.0,2015.0,Super-Critical,Western Coal Fields Limited (WCL) (interim),India,none,Non-Coastal,Domestic,21.2359824,79.0919495,0.0,0.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0
Western,Maharashtra,Nagpur,Koradi,Koradi Thermal Power Station,Maharashtra State Power Generation Company (MSPGCL) (MAHAGENCO),State,Construction,10,660.0,2016.0,Super-Critical,Western Coal Fields Limited (WCL) (interim),India,none,Non-Coastal,Domestic,21.2359824,79.0919495,0.0,0.0,0.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0
Western,Maharashtra,Nagpur,Mauda,Mauda Power Station Phase I,National Thermal Power Corporation (NTPC),Central,Operating,1,500.0,2013.0,Sub-Critical,other,India,none,Non-Coastal,Domestic,21.1807403,79.3965411,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
Western,Maharashtra,Nagpur,Mauda,Mauda Power Station Phase I,National Thermal Power Corporation (NTPC),Central,Operating,2,500.0,2013.0,Sub-Critical,other,India,none,Non-Coastal,Domestic,21.1807403,79.3965411,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
Western,Maharashtra,Nagpur,Mauda,Mauda Power Station Phase II,National Thermal Power Corporation (NTPC),Central,Construction,3,660.0,2017.0,Super-Critical,other,India,none,Non-Coastal,Domestic,21.1807403,79.3965411,0.0,0.0,0.0,0.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0
Western,Maharashtra,Nagpur,Mauda,Mauda Power Station Phase II,National Thermal Power Corporation (NTPC),Central,Construction,4,660.0,2017.0,Super-Critical,other,India,none,Non-Coastal,Domestic,21.1807403,79.3965411,0.0,0.0,0.0,0.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0
Western,Maharashtra,Nagpur,Khairy Khurd,MIHAN Power Project,Abhijeet Group,Private,Operating,1,61.5,2011.0,Sub-Critical,other,India,none,Non-Coastal,other,21.0377,78.9334,61.5,61.5,61.5,61.5,61.5,61.5,61.5,61.5,61.5,61.5,61.5,61.5,61.5
Western,Maharashtra,Nagpur,Khairy Khurd,MIHAN Power Project,Abhijeet Group,Private,Operating,2,61.5,2011.0,Sub-Critical,other,India,none,Non-Coastal,other,21.0377,78.9334,61.5,61.5,61.5,61.5,61.5,61.5,61.5,61.5,61.5,61.5,61.5,61.5,61.5
Western,Maharashtra,Nagpur,Khairy Khurd,MIHAN Power Project,Abhijeet Group,Private,Operating,3,61.5,2011.0,Sub-Critical,other,India,none,Non-Coastal,other,21.0377,78.9334,61.5,61.5,61.5,61.5,61.5,61.5,61.5,61.5,61.5,61.5,61.5,61.5,61.5
Western,Maharashtra,Nagpur,Khairy Khurd,MIHAN Power Project,Abhijeet Group,Private,Operating,4,61.5,2011.0,Sub-Critical,other,India,none,Non-Coastal,other,21.0377,78.9334,61.5,61.5,61.5,61.5,61.5,61.5,61.5,61.5,61.5,61.5,61.5,61.5,61.5
Western,Maharashtra,Nashik,Eklahare,Nasik MAHAGENCO Thermal Power Station (Eklahare Power Station),Maharashtra State Power Generation Company (MSPGCL) (MAHAGENCO),State,Renovating,1,140.0,1970.0,Sub-Critical,Mahanadi coal blocks (MahaGuj Collieries),India,none,Non-Coastal,Domestic,19.9817,73.8896,0.0,0.0,0.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0
Western,Maharashtra,Nashik,Eklahare,Nasik MAHAGENCO Thermal Power Station (Eklahare Power Station),Maharashtra State Power Generation Company (MSPGCL) (MAHAGENCO),State,Renovating,2,140.0,1971.0,Sub-Critical,Mahanadi coal blocks (MahaGuj Collieries),India,none,Non-Coastal,Domestic,19.9817,73.8896,0.0,0.0,0.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0,140.0
Western,Maharashtra,Nashik,Eklahare,Nasik MAHAGENCO Thermal Power Station (Eklahare Power Station),Maharashtra State Power Generation Company (MSPGCL) (MAHAGENCO),State,Operating,3,210.0,1979.0,Sub-Critical,Mahanadi coal blocks (MahaGuj Collieries),India,none,Non-Coastal,Domestic,19.9817,73.8896,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0
Western,Maharashtra,Nashik,Eklahare,Nasik MAHAGENCO Thermal Power Station (Eklahare Power Station),Maharashtra State Power Generation Company (MSPGCL) (MAHAGENCO),State,Operating,4,210.0,1980.0,Sub-Critical,Mahanadi coal blocks (MahaGuj Collieries),India,none,Non-Coastal,Domestic,19.9817,73.8896,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0
Western,Maharashtra,Nashik,Eklahare,Nasik MAHAGENCO Thermal Power Station (Eklahare Power Station),Maharashtra State Power Generation Company (MSPGCL) (MAHAGENCO),State,Operating,5,210.0,1981.0,Sub-Critical,Mahanadi coal blocks (MahaGuj Collieries),India,none,Non-Coastal,Domestic,19.9817,73.8896,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0
Western,Maharashtra,Nashik,Eklahare,Nasik MAHAGENCO Thermal Power Station (Eklahare Power Station),Maharashtra State Power Generation Company (MSPGCL) (MAHAGENCO),State,Pre-Permit Development ,6,660.0,2019.0,Super-Critical,Mahanadi coal blocks (MahaGuj Collieries),India,none,Non-Coastal,Domestic,19.9817,73.8896,0.0,0.0,0.0,0.0,0.0,0.0,660.0,660.0,660.0,660.0,660.0,660.0,660.0
Western,Maharashtra,Nashik,Sinnar,Nasik RattanIndia Thermal Power Project Phase I,RattanIndia Nasik Power Limited (Indiabulls Power Limited),Private,Operating,1,270.0,2014.0,Sub-Critical,South Eastern Coal Fields Limited (SECL); Western Coal Fields Limited (WCL); Mahanadi Coal Fields Limited (MCL),India,none,Non-Coastal,Domestic,19.8666594,74.0817493,0.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0
Western,Maharashtra,Nashik,Sinnar,Nasik RattanIndia Thermal Power Project Phase I,RattanIndia Nasik Power Limited (Indiabulls Power Limited),Private,Operating,2,270.0,2014.0,Sub-Critical,South Eastern Coal Fields Limited (SECL); Western Coal Fields Limited (WCL); Mahanadi Coal Fields Limited (MCL),India,none,Non-Coastal,Domestic,19.8666594,74.0817493,0.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0
Western,Maharashtra,Nashik,Sinnar,Nasik RattanIndia Thermal Power Project Phase I,RattanIndia Nasik Power Limited (Indiabulls Power Limited),Private,Construction,3,270.0,2015.0,Sub-Critical,South Eastern Coal Fields Limited (SECL); Western Coal Fields Limited (WCL); Mahanadi Coal Fields Limited (MCL),India,none,Non-Coastal,Domestic,19.8666594,74.0817493,0.0,0.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0
Western,Maharashtra,Nashik,Sinnar,Nasik RattanIndia Thermal Power Project Phase I,RattanIndia Nasik Power Limited (Indiabulls Power Limited),Private,Construction,4,270.0,2015.0,Sub-Critical,South Eastern Coal Fields Limited (SECL); Western Coal Fields Limited (WCL); Mahanadi Coal Fields Limited (MCL),India,none,Non-Coastal,Domestic,19.8666594,74.0817493,0.0,0.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0
Western,Maharashtra,Nashik,Sinnar,Nasik RattanIndia Thermal Power Project Phase I,RattanIndia Nasik Power Limited (Indiabulls Power Limited),Private,Construction,5,270.0,2016.0,Sub-Critical,South Eastern Coal Fields Limited (SECL); Western Coal Fields Limited (WCL); Mahanadi Coal Fields Limited (MCL),India,none,Non-Coastal,Domestic,19.8666594,74.0817493,0.0,0.0,0.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0
Western,Maharashtra,Nashik,Sinnar,Nasik RattanIndia Thermal Power Project Phase II,RattanIndia Nasik Power Limited (Indiabulls Power Limited),Private,Permitted,1,270.0,2021.0,Sub-Critical,South Eastern Coal Fields Limited (SECL); Western Coal Fields Limited (WCL); Mahanadi Coal Fields Limited (MCL),India,none,Non-Coastal,Domestic,19.8666594,74.0817493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,270.0,270.0,270.0,270.0,270.0
