Region,State,District,Location,Plant name ,Owner,Sector,Status,Unit,Capacity (MW),Commissioning year,Boiler,Coal Source,Import country,Port,Type plant,Coal Type,Latitude,Longitude,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
Western,Chhattisgarh,Janjgir Champa,Birra,Birra Thermal Power Project,Hindustan Power Projects (Moser Baer Power & Infrastructure),Private,Construction,1,660.0,0.0,Super-Critical,other,India,none,Non-Coastal,other,21.729428,82.791181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Western,Chhattisgarh,Janjgir Champa,Birra,Birra Thermal Power Project,Hindustan Power Projects (Moser Baer Power & Infrastructure),Private,Construction,2,660.0,0.0,Super-Critical,other,India,none,Non-Coastal,other,21.729428,82.791181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Western,Chhattisgarh,Janjgir Champa,Katrisi,Champa Power Project,ACB India Limited,Private,Pre-Permit Development,1,600.0,2020.0,Sub-Critical,Korba Coalfield (South Eastern Coal Fields),India,none,Non-Coastal,Domestic,22.270035,82.614098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,600.0,600.0,600.0,600.0,600.0
Western,Chhattisgarh,Janjgir Champa,Katrisi,Champa Power Project,ACB India Limited,Private,Pre-Permit Development,2,600.0,2020.0,Sub-Critical,Korba Coalfield (South Eastern Coal Fields),India,none,Non-Coastal,Domestic,22.270035,82.614098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600.0,600.0,600.0,600.0,600.0,600.0
Western,Chhattisgarh,Janjgir Champa,Godhna,Godhna power station,National Thermal Power Corporation (NTPC); Karnataka Power Corporation (KPC),Central/State,Pre-Permit Development,1,800.0,0.0,Super-Critical,West Bengal,India,none,Non-Coastal,Domestic,21.817204,82.60607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Western,Chhattisgarh,Janjgir Champa,Godhna,Godhna power station,National Thermal Power Corporation (NTPC); Karnataka Power Corporation (KPC),Central/State,Pre-Permit Development,2,800.0,0.0,Super-Critical,West Bengal,India,none,Non-Coastal,Domestic,21.817204,82.60607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Western,Chhattisgarh,Janjgir Champa,Godhna,Godhna power station,National Thermal Power Corporation (NTPC); Karnataka Power Corporation (KPC),Central/State,Shelved,3,800.0,0.0,Super-Critical,other,India,none,Non-Coastal,other,21.817204,82.60607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Western,Chhattisgarh,Janjgir Champa,Tendubhata,Marwa power station,Chhattisgarh State Power Generation Company Limited (CSPGCL),State,Operating,1,500.0,2014.0,Sub-Critical,Parsa coal block,India,none,Non-Coastal,Domestic,22.0708013,82.6021886,0.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
Western,Chhattisgarh,Janjgir Champa,Tendubhata,Marwa power station,Chhattisgarh State Power Generation Company Limited (CSPGCL),State,Operating,2,500.0,2015.0,Sub-Critical,Parsa coal block,India,none,Non-Coastal,Domestic,22.0708013,82.6021886,0.0,0.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
Western,Chhattisgarh,Janjgir Champa,Mudpar,Mudpar Thermal Power Plant,Sona Power Private Limited,Private,Planned,1,300.0,0.0,Sub-Critical,Hindustan coal linkage,India,none,Non-Coastal,Domestic,21.747549,82.653759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Western,Chhattisgarh,Janjgir Champa,Mudpar,Mudpar Thermal Power Plant,Sona Power Private Limited,Private,Planned,2,300.0,0.0,Sub-Critical,Hindustan coal linkage,India,none,Non-Coastal,Domestic,21.747549,82.653759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Western,Chhattisgarh,Janjgir Champa,Gondadih,Sai Lilagar Power Limited (Arasmeta Captive Power),KSK Energy Ventures Limited,Private,Operating,1,43.0,2010.0,Sub-Critical,South Eastern Coal Fields Limited (SECL),India,none,Non-Coastal,Domestic,21.9627,82.354941,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0
Western,Chhattisgarh,Janjgir Champa,Gondadih,Sai Lilagar Power Limited (Arasmeta Captive Power),KSK Energy Ventures Limited,Private,Operating,2,43.0,2011.0,Sub-Critical,South Eastern Coal Fields Limited (SECL),India,none,Non-Coastal,Domestic,21.9627,82.354941,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0,43.0
Western,Chhattisgarh,Janjgir Champa,Uchpinda,Uchpinda power station,RKM Powergen Private Limited (Mudajaya Corporation Bhd),Private,Operating,1,360.0,2015.0,Sub-Critical,South Eastern Coal Fields Limited (SECL),India,none,Non-Coastal,Domestic,21.8863997,83.1208098,0.0,0.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0,360.0
Western,Chhattisgarh,Janjgir Champa,Uchpinda,Uchpinda power station,RKM Powergen Private Limited (Mudajaya Corporation Bhd),Private,Construction,2,360.0,0.0,Sub-Critical,South Eastern Coal Fields Limited (SECL),India,none,Non-Coastal,Domestic,21.8863997,83.1208098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Western,Chhattisgarh,Janjgir Champa,Uchpinda,Uchpinda power station,RKM Powergen Private Limited (Mudajaya Corporation Bhd),Private,Construction,3,360.0,0.0,Sub-Critical,South Eastern Coal Fields Limited (SECL),India,none,Non-Coastal,Domestic,21.8863997,83.1208098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Western,Chhattisgarh,Janjgir Champa,Uchpinda,Uchpinda power station,RKM Powergen Private Limited (Mudajaya Corporation Bhd),Private,Construction,4,360.0,0.0,Sub-Critical,South Eastern Coal Fields Limited (SECL),India,none,Non-Coastal,Domestic,21.8863997,83.1208098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Western,Chhattisgarh,Korba,Chakabuda,ACB Chakabura Power Station,ACB India Limited,Private,Operating,1,30.0,2007.0,Sub-Critical,Gevra mine (South Eastern Coal Fields) waste,India,none,Non-Coastal,Domestic,22.3936527,82.553249,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0,30.0
Western,Chhattisgarh,Korba,Chakabuda,ACB Chakabura Power Station,ACB India Limited,Private,Construction,2,30.0,0.0,Sub-Critical,Gevra mine (South Eastern Coal Fields) waste,India,none,Non-Coastal,Domestic,22.3936527,82.553249,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Western,Chhattisgarh,Korba,Kasaipali,ACB Kasaipalli Coal Power Station,ACB India Limited,Private,Operating,1,135.0,2011.0,Sub-Critical,Gevra mine (South Eastern Coal Fields) waste,India,none,Non-Coastal,Domestic,22.389116,82.555148,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0
Western,Chhattisgarh,Korba,Kasaipali,ACB Kasaipalli Coal Power Station,ACB India Limited,Private,Operating,2,135.0,2012.0,Sub-Critical,Gevra mine (South Eastern Coal Fields) waste,India,none,Non-Coastal,Domestic,22.389116,82.555148,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0
Western,Chhattisgarh,Korba,Jamnipali,BALCO Korba Captive Power Plant I,Bharat Aluminum Company (BALCO) (Sterlite Industries),Private/Central,Operating,1,270.0,2002.0,Sub-Critical,Gevra mine (South Eastern Coal Fields); Kusmunda mine (South Eastern Coal Fields),India,none,Non-Coastal,Domestic,22.395135,82.676697,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0
Western,Chhattisgarh,Korba,Korba,BALCO Korba Captive Power Plant II,Bharat Aluminum Company (BALCO) (Sterlite Industries),Private/Central,Operating,1,135.0,2005.0,Sub-Critical,Gevra mine (South Eastern Coal Fields); Kusmunda mine (South Eastern Coal Fields),India,none,Non-Coastal,Domestic,22.393119,82.743301,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0
Western,Chhattisgarh,Korba,Korba,BALCO Korba Captive Power Plant II,Bharat Aluminum Company (BALCO) (Sterlite Industries),Private/Central,Operating,2,135.0,2005.0,Sub-Critical,Gevra mine (South Eastern Coal Fields); Kusmunda mine (South Eastern Coal Fields),India,none,Non-Coastal,Domestic,22.393119,82.743301,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0
Western,Chhattisgarh,Korba,Korba,BALCO Korba Captive Power Plant II,Bharat Aluminum Company (BALCO) (Sterlite Industries),Private/Central,Operating,3,135.0,2005.0,Sub-Critical,Gevra mine (South Eastern Coal Fields); Kusmunda mine (South Eastern Coal Fields),India,none,Non-Coastal,Domestic,22.393119,82.743301,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0
Western,Chhattisgarh,Korba,Korba,BALCO Korba Captive Power Plant II,Bharat Aluminum Company (BALCO) (Sterlite Industries),Private/Central,Operating,4,135.0,2005.0,Sub-Critical,Gevra mine (South Eastern Coal Fields); Kusmunda mine (South Eastern Coal Fields),India,none,Non-Coastal,Domestic,22.393119,82.743301,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0
Western,Chhattisgarh,Korba,Korba,BALCO Korba power station,Bharat Aluminum Company (BALCO) (Sterlite Industries),Private/Central,Construction,1,300.0,2016.0,Sub-Critical,Gevra mine (South Eastern Coal Fields); Kusmunda mine (South Eastern Coal Fields),India,none,Non-Coastal,Domestic,22.3989968,82.740012,0.0,0.0,0.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
Western,Chhattisgarh,Korba,Korba,BALCO Korba power station,Bharat Aluminum Company (BALCO) (Sterlite Industries),Private/Central,Construction,2,300.0,2016.0,Sub-Critical,Gevra mine (South Eastern Coal Fields); Kusmunda mine (South Eastern Coal Fields),India,none,Non-Coastal,Domestic,22.3989968,82.740012,0.0,0.0,0.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
Western,Chhattisgarh,Korba,Korba,BALCO Korba power station,Bharat Aluminum Company (BALCO) (Sterlite Industries),Private/Central,Construction,3,300.0,0.0,Sub-Critical,Gevra mine (South Eastern Coal Fields); Kusmunda mine (South Eastern Coal Fields),India,none,Non-Coastal,Domestic,22.3989968,82.740012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Western,Chhattisgarh,Korba,Korba,BALCO Korba power station,Bharat Aluminum Company (BALCO) (Sterlite Industries),Private/Central,Construction,4,300.0,0.0,Sub-Critical,Gevra mine (South Eastern Coal Fields); Kusmunda mine (South Eastern Coal Fields),India,none,Non-Coastal,Domestic,22.3989968,82.740012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Western,Chhattisgarh,Korba,Bandhakhar,Bandhakhar power station,Maruti Clean Coal & Power Limited,Private,Operating,1,300.0,2015.0,Sub-Critical,Korba Coalfield (South Eastern Coal Fields),India,none,Non-Coastal,Domestic,22.341663,82.429797,0.0,0.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
Western,Chhattisgarh,Korba,Korba,Dr Shyama Prasad Mukharjee Thermal Power Station,Chhattisgarh State Power Generation Company Limited (CSPGCL),State,Operating,1,250.0,2007.0,Sub-Critical,Korba Coalfield (South Eastern Coal Fields),India,none,Non-Coastal,Domestic,22.369358,82.721682,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
Western,Chhattisgarh,Korba,Korba,Dr Shyama Prasad Mukharjee Thermal Power Station,Chhattisgarh State Power Generation Company Limited (CSPGCL),State,Operating,2,250.0,2007.0,Sub-Critical,Korba Coalfield (South Eastern Coal Fields),India,none,Non-Coastal,Domestic,22.369358,82.721682,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0,250.0
Western,Chhattisgarh,Korba,Jamnipali,Hasdeo Thermal Power Station (CSEB Korba West),Chhattisgarh State Power Generation Company Limited (CSPGCL),State,Operating,1,210.0,1983.0,Sub-Critical,Korba Coalfield (South Eastern Coal Fields),India,none,Non-Coastal,Domestic,22.412613,82.688566,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0
Western,Chhattisgarh,Korba,Jamnipali,Hasdeo Thermal Power Station (CSEB Korba West),Chhattisgarh State Power Generation Company Limited (CSPGCL),State,Operating,2,210.0,1984.0,Sub-Critical,Korba Coalfield (South Eastern Coal Fields),India,none,Non-Coastal,Domestic,22.412613,82.688566,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0
Western,Chhattisgarh,Korba,Jamnipali,Hasdeo Thermal Power Station (CSEB Korba West),Chhattisgarh State Power Generation Company Limited (CSPGCL),State,Operating,3,210.0,1985.0,Sub-Critical,Korba Coalfield (South Eastern Coal Fields),India,none,Non-Coastal,Domestic,22.412613,82.688566,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0
Western,Chhattisgarh,Korba,Jamnipali,Hasdeo Thermal Power Station (CSEB Korba West),Chhattisgarh State Power Generation Company Limited (CSPGCL),State,Operating,4,210.0,1986.0,Sub-Critical,Korba Coalfield (South Eastern Coal Fields),India,none,Non-Coastal,Domestic,22.412613,82.688566,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0,210.0
Western,Chhattisgarh,Korba,Jamnipali,Hasdeo Thermal Power Station (CSEB Korba West),Chhattisgarh State Power Generation Company Limited (CSPGCL),State,Operating,5,500.0,2013.0,Sub-Critical,Korba Coalfield (South Eastern Coal Fields),India,none,Non-Coastal,Domestic,22.411803,82.685625,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
Western,Chhattisgarh,Korba,Kanberi,Kanberi Power Plant,Swastik Power & Mineral Resources Private Limited; ACB India Limited,Private,Operating,1,25.0,2013.0,Sub-Critical,raw and rejected coal,India,none,Non-Coastal,Domestic,22.298287,82.704883,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
Western,Chhattisgarh,Korba,Kanberi,Kanberi Power Plant,Swastik Power & Mineral Resources Private Limited; ACB India Limited,Private,Operating,2,25.0,2013.0,Sub-Critical,raw and rejected coal,India,none,Non-Coastal,Domestic,22.298287,82.704883,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0,25.0
Western,Chhattisgarh,Korba,Korba,Korba East Thermal Power Station (CSEB Korba East),Chhattisgarh State Power Generation Company Limited (CSPGCL),State,Operating,1,50.0,1966.0,Sub-Critical,Korba Coalfield (South Eastern Coal Fields),India,none,Non-Coastal,Domestic,22.383801,82.719194,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
Western,Chhattisgarh,Korba,Korba,Korba East Thermal Power Station (CSEB Korba East),Chhattisgarh State Power Generation Company Limited (CSPGCL),State,Operating,2,50.0,1967.0,Sub-Critical,Korba Coalfield (South Eastern Coal Fields),India,none,Non-Coastal,Domestic,22.383801,82.719194,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
Western,Chhattisgarh,Korba,Korba,Korba East Thermal Power Station (CSEB Korba East),Chhattisgarh State Power Generation Company Limited (CSPGCL),State,Operating,3,50.0,1968.0,Sub-Critical,Korba Coalfield (South Eastern Coal Fields),India,none,Non-Coastal,Domestic,22.383801,82.719194,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
Western,Chhattisgarh,Korba,Korba,Korba East Thermal Power Station (CSEB Korba East),Chhattisgarh State Power Generation Company Limited (CSPGCL),State,Operating,4,50.0,1968.0,Sub-Critical,Korba Coalfield (South Eastern Coal Fields),India,none,Non-Coastal,Domestic,22.383801,82.719194,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
Western,Chhattisgarh,Korba,Korba,Korba East Thermal Power Station (CSEB Korba East),Chhattisgarh State Power Generation Company Limited (CSPGCL),State,Operating,5,120.0,1976.0,Sub-Critical,Korba Coalfield (South Eastern Coal Fields),India,none,Non-Coastal,Domestic,22.383801,82.719194,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
Western,Chhattisgarh,Korba,Korba,Korba East Thermal Power Station (CSEB Korba East),Chhattisgarh State Power Generation Company Limited (CSPGCL),State,Operating,6,120.0,1981.0,Sub-Critical,Korba Coalfield (South Eastern Coal Fields),India,none,Non-Coastal,Domestic,22.383801,82.719194,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0,120.0
Western,Chhattisgarh,Korba,Risdi,Korba South Thermal Power Project,Chhattisgarh State Power Generation Company Limited (CSPGCL),State,Pre-Permit Development,1,500.0,0.0,Sub-Critical,Baisi coal block (Chhattisgarh),India,none,Non-Coastal,Domestic,23.368895,82.769219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Western,Chhattisgarh,Korba,Risdi,Korba South Thermal Power Project,Chhattisgarh State Power Generation Company Limited (CSPGCL),State,Pre-Permit Development,2,500.0,0.0,Sub-Critical,Baisi coal block (Chhattisgarh),India,none,Non-Coastal,Domestic,23.368895,82.769219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Western,Chhattisgarh,Korba,Jamnipali,Korba Super Thermal Power Station,National Thermal Power Corporation (NTPC),Central,Operating,1,200.0,1983.0,Sub-Critical,Gevra mine (South Eastern Coal Fields); Kusmunda mine (South Eastern Coal Fields),India,none,Non-Coastal,Domestic,22.385952,82.6835,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
Western,Chhattisgarh,Korba,Jamnipali,Korba Super Thermal Power Station,National Thermal Power Corporation (NTPC),Central,Operating,2,200.0,1983.0,Sub-Critical,Gevra mine (South Eastern Coal Fields); Kusmunda mine (South Eastern Coal Fields),India,none,Non-Coastal,Domestic,22.385952,82.6835,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
Western,Chhattisgarh,Korba,Jamnipali,Korba Super Thermal Power Station,National Thermal Power Corporation (NTPC),Central,Operating,3,200.0,1984.0,Sub-Critical,Gevra mine (South Eastern Coal Fields); Kusmunda mine (South Eastern Coal Fields),India,none,Non-Coastal,Domestic,22.385952,82.6835,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0,200.0
Western,Chhattisgarh,Korba,Jamnipali,Korba Super Thermal Power Station,National Thermal Power Corporation (NTPC),Central,Operating,4,500.0,1987.0,Sub-Critical,Gevra mine (South Eastern Coal Fields); Kusmunda mine (South Eastern Coal Fields),India,none,Non-Coastal,Domestic,22.385952,82.6835,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
Western,Chhattisgarh,Korba,Jamnipali,Korba Super Thermal Power Station,National Thermal Power Corporation (NTPC),Central,Operating,5,500.0,1988.0,Sub-Critical,Gevra mine (South Eastern Coal Fields); Kusmunda mine (South Eastern Coal Fields),India,none,Non-Coastal,Domestic,22.385952,82.6835,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
Western,Chhattisgarh,Korba,Jamnipali,Korba Super Thermal Power Station,National Thermal Power Corporation (NTPC),Central,Operating,6,500.0,1989.0,Sub-Critical,Gevra mine (South Eastern Coal Fields); Kusmunda mine (South Eastern Coal Fields),India,none,Non-Coastal,Domestic,22.385952,82.6835,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
Western,Chhattisgarh,Korba,Jamnipali,Korba Super Thermal Power Station,National Thermal Power Corporation (NTPC),Central,Operating,7,500.0,2010.0,Sub-Critical,Gevra mine (South Eastern Coal Fields); Kusmunda mine (South Eastern Coal Fields),India,none,Non-Coastal,Domestic,22.385952,82.6835,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0,500.0
Western,Chhattisgarh,Korba,Pahanda,Lanco Amarkantak Thermal Power Project,Lanco Infratech Limited,Private,Operating,1,300.0,2009.0,Sub-Critical,South Eastern Coal Fields Limited (SECL),India,none,Non-Coastal,Domestic,22.244006,82.724591,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0
Western,Chhattisgarh,Korba,Pahanda,Lanco Amarkantak Thermal Power Project,Lanco Infratech Limited,Private,Operating,2,300.0,2010.0,Sub-Critical,South Eastern Coal Fields Limited (SECL),India,none,Non-Coastal,Domestic,22.244006,82.724591,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0
Western,Chhattisgarh,Korba,Pahanda,Lanco Amarkantak Thermal Power Project,Lanco Infratech Limited,Private,Construction,3,660.0,0.0,Super-Critical,South Eastern Coal Fields Limited (SECL),India,none,Non-Coastal,Domestic,22.244006,82.724591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Western,Chhattisgarh,Korba,Pahanda,Lanco Amarkantak Thermal Power Project,Lanco Infratech Limited,Private,Construction,4,660.0,0.0,Super-Critical,South Eastern Coal Fields Limited (SECL),India,none,Non-Coastal,Domestic,22.244006,82.724591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Western,Chhattisgarh,Korba,Ratija,Ratija Power Project Phase I,ACB India Limited,Private,Operating,1,50.0,2013.0,Sub-Critical,raw and rejected coal from Spectrum Coal beneficiation plant (Ratija),India,none,Non-Coastal,Domestic,22.3399938,82.4927759,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
Western,Chhattisgarh,Korba,Ratija,Ratija Power Project Phase II,ACB India Limited,Private,Permitted,2,50.0,2017.0,Sub-Critical,raw and rejected coal from Spectrum Coal beneficiation plant (Ratija),India,none,Non-Coastal,Domestic,22.3399938,82.4927759,0.0,0.0,0.0,0.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0,50.0
Western,Chhattisgarh,Korba,Salora,Salora power station,Vandana Vidhyut (Vandanaa Group),Private,Operating,1,135.0,2014.0,Sub-Critical,Fatehpur east block (South Eastern Coal Fields),India,none,Non-Coastal,Domestic,22.4899525,82.6062387,0.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0
Western,Chhattisgarh,Korba,Salora,Salora power station,Vandana Vidhyut (Vandanaa Group),Private,Operating,2,135.0,2015.0,Sub-Critical,Fatehpur east block (South Eastern Coal Fields),India,none,Non-Coastal,Domestic,22.4899525,82.6062387,0.0,0.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0
Western,Chhattisgarh,Korba,Salora,Salora power station,Vandana Vidhyut (Vandanaa Group),Private,Permitted,3,270.0,2017.0,Sub-Critical,Fatehpur east block (South Eastern Coal Fields),India,none,Non-Coastal,Domestic,22.4899525,82.6062387,0.0,0.0,0.0,0.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0,270.0
Western,Chhattisgarh,Korba,Salora,Salora power station,Vandana Vidhyut (Vandanaa Group),Private,Announced,4,660.0,2020.0,Ultra Super-Critical,Fatehpur east block (South Eastern Coal Fields),India,none,Non-Coastal,Domestic,22.4899525,82.6062387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,660.0,660.0,660.0,660.0,660.0,660.0
Western,Chhattisgarh,Raigarh,Amalibhauna,Avantha Bhandar power station,Adani Group,Private,Operating,1,600.0,2014.0,Sub-Critical,South Eastern Coal Fields Limited (SECL),India,none,Non-Coastal,Domestic,21.7437751,83.2740927,0.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0,600.0
Western,Chhattisgarh,Raigarh,Binjkot,Binjkote power station,SKS Ispat & Power Limited,Private,Construction,1,300.0,2015.0,Sub-Critical,South Eastern Coal Fields Limited (SECL),India,none,Non-Coastal,Domestic,22.010422,83.205779,0.0,0.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
Western,Chhattisgarh,Raigarh,Binjkot,Binjkote power station,SKS Ispat & Power Limited,Private,Construction,2,300.0,2015.0,Sub-Critical,South Eastern Coal Fields Limited (SECL),India,none,Non-Coastal,Domestic,22.010422,83.205779,0.0,0.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
Western,Chhattisgarh,Raigarh,Binjkot,Binjkote power station,SKS Ispat & Power Limited,Private,Construction,3,300.0,2015.0,Sub-Critical,South Eastern Coal Fields Limited (SECL),India,none,Non-Coastal,Domestic,22.010422,83.205779,0.0,0.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
Western,Chhattisgarh,Raigarh,Binjkot,Binjkote power station,SKS Ispat & Power Limited,Private,Construction,4,300.0,2015.0,Sub-Critical,South Eastern Coal Fields Limited (SECL),India,none,Non-Coastal,Domestic,22.010422,83.205779,0.0,0.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0,300.0
Western,Chhattisgarh,Raigarh,Dongamahua,Dongamahua power station,Jindal Group,Private,Operating,1,135.0,2010.0,Sub-Critical,Gare IV/1 mine,India,none,Non-Coastal,Domestic,22.128803,83.535824,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0
Western,Chhattisgarh,Raigarh,Dongamahua,Dongamahua power station,Jindal Group,Private,Operating,2,135.0,2010.0,Sub-Critical,Gare IV/1 mine,India,none,Non-Coastal,Domestic,22.128803,83.535824,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0
Western,Chhattisgarh,Raigarh,Dongamahua,Dongamahua power station,Jindal Group,Private,Operating,3,135.0,2012.0,Sub-Critical,Gare IV/1 mine,India,none,Non-Coastal,Domestic,22.128803,83.535824,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0
Western,Chhattisgarh,Raigarh,Dongamahua,Dongamahua power station,Jindal Group,Private,Operating,4,135.0,2012.0,Sub-Critical,Gare IV/1 mine,India,none,Non-Coastal,Domestic,22.128803,83.535824,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0,135.0
